subtype;EOVX;EOVY;LAT;LON;poid;id;risk;essential;work_type;work_capacity;work_minage;work_maxage;vis_type;vis_capacity;vis_minage;vis_maxage
csomagpont;734256;101363;46,251512;20,140093;177589;177589_511;1;2;4;1;18;65;1;100;22;99
csomagpont;734514;100078;46,239921;20,143205;177590;177590_512;1;2;4;1;18;65;1;100;22;99
csomagpont;733359;103025;46,266574;20,12876;177592;177592_513;1;2;4;1;18;65;1;100;22;99
csomagpont;734177;101655;46,254149;20,139122;177593;177593_514;1;2;4;1;18;65;1;100;22;99
csomagpont;734177;101655;46,254149;20,139122;177594;177594_515;1;2;4;1;18;65;1;100;22;99
csomagpont;735527;103778;46,273074;20,157018;177595;177595_516;1;2;4;1;18;65;1;100;22;99
csomagpont;734119;103231;46,268332;20,138655;177596;177596_517;1;2;4;1;18;65;1;100;22;99
csomagpont;734119;103231;46,268332;20,138655;177597;177597_518;1;2;4;1;18;65;1;100;22;99
csomagpont;731446;103956;46,275183;20,104112;177599;177599_519;1;2;4;1;18;65;1;100;22;99
csomagpont;735546;102000;46,257079;20,156937;177601;177601_520;1;2;4;1;18;65;1;100;22;99
csomagpont;731750;103028;46,266799;20,107892;206457;206457_521;1;2;4;1;18;65;1;100;22;99
csomagpont;732650;101580;46,253664;20,119308;206458;206458_522;1;2;4;1;18;65;1;100;22;99
csomagpont;734177;101655;46,254149;20,139122;206459;206459_523;1;2;4;1;18;65;1;100;22;99
csomagpont;738037;98531;46,225553;20,188582;206460;206460_524;1;2;4;1;18;65;1;100;22;99
csomagpont;734140;102024;46,257472;20,138709;206461;206461_525;1;2;4;1;18;65;1;100;22;99
csomagpont;734717;101802;46,255403;20,146151;219404;219404_526;1;2;4;1;18;65;1;100;22;99
csúszdapark;735701;101179;46,249674;20,158796;15823;15823_527;1;0;4;20;22;45;8;400;6;49
diákszálló;734519;100339;46,242268;20,143317;44584;44584_528;1;0;4;5;18;65;2;100;14;29
diákszálló;734149;101462;46,252416;20,138724;77489;77489_529;1;0;4;5;18;65;2;100;14;29
diákszálló;733767;102642;46,263078;20,133983;114605;114605_530;1;0;4;5;18;65;2;100;14;29
diákszálló;736081;102903;46,265133;20,164042;184293;184293_531;1;0;4;5;18;65;2;100;14;29
diákszálló;734863;101091;46,248989;20,147914;184911;184911_532;1;0;4;5;18;65;2;100;14;29
diákszálló;731013;104284;46,278186;20,098552;184914;184914_533;1;0;4;5;18;65;2;100;14;29
diákszálló;736412;100924;46,247289;20,167967;184920;184920_534;1;0;4;5;18;65;2;100;14;29
diákszálló;734757;102223;46,259185;20,146746;184922;184922_535;1;0;4;5;18;65;2;100;14;29
diákszálló;734839;100730;46,245745;20,147537;184925;184925_536;1;0;4;5;18;65;2;100;14;29
diákszálló;734707;100506;46,243747;20,145785;184927;184927_537;1;0;4;5;18;65;2;100;14;29
diákszálló;734800;100873;46,247036;20,147058;184931;184931_538;1;0;4;5;18;65;2;100;14;29
dietetika és élelmezési szakértési központ;735145;101840;46,25569;20,151708;178757;178757_539;1;0;4;20;24;65;8;100;0;99
dietetika és élelmezési szakértési központ;736491;100450;46,243015;20,168903;220753;220753_540;1;0;4;20;24;65;8;100;0;99
diszkó;734095;101932;46,25665;20,138109;9704;9704_541;1;0;13;20;18;45;6;1000;14;39
diszkó;734395;101365;46,251513;20,141896;106921;106921_542;1;0;13;20;18;45;6;1000;14;39
diszkó;735032;101588;46,253438;20,150196;168083;168083_543;1;0;13;20;18;45;6;1000;14;39
dohányáru;729894;105411;46,288458;20,08423;174705;174705_544;1;1;4;5;18;65;7;200;18;99
dohányáru;734260;100659;46,245179;20,140018;174707;174707_545;1;1;4;5;18;65;7;200;18;99
dohányáru;738838;102160;46,25809;20,199656;174709;174709_546;1;1;4;5;18;65;7;200;18;99
dohányáru;738600;102013;46,256799;20,196542;174710;174710_547;1;1;4;5;18;65;7;200;18;99
dohányáru;736381;103142;46,267244;20,167977;174711;174711_548;1;1;4;5;18;65;7;200;18;99
dohányáru;735808;103781;46,273065;20,160663;174712;174712_549;1;1;4;5;18;65;7;200;18;99
dohányáru;733120;100528;46,244143;20,125214;174714;174714_550;1;1;4;5;18;65;7;200;18;99
dohányáru;734689;104121;46,276266;20,14621;174717;174717_551;1;1;4;5;18;65;7;200;18;99
dohányáru;734549;101267;46,250612;20,143875;174720;174720_552;1;1;4;5;18;65;7;200;18;99
dohányáru;735189;103462;46,270275;20,152575;174721;174721_553;1;1;4;5;18;65;7;200;18;99
dohányáru;737473;100402;46,242456;20,181625;174723;174723_554;1;1;4;5;18;65;7;200;18;99
dohányáru;737063;103291;46,268496;20,17685;174726;174726_555;1;1;4;5;18;65;7;200;18;99
dohányáru;735132;103874;46,273988;20,151911;174727;174727_556;1;1;4;5;18;65;7;200;18;99
dohányáru;734274;101778;46,255243;20,140402;174728;174728_557;1;1;4;5;18;65;7;200;18;99
dohányáru;734774;101072;46,248829;20,146757;174729;174729_558;1;1;4;5;18;65;7;200;18;99
dohányáru;733629;101500;46,252823;20,131988;174731;174731_559;1;1;4;5;18;65;7;200;18;99
dohányáru;734945;101453;46,252235;20,149043;174733;174733_560;1;1;4;5;18;65;7;200;18;99
dohányáru;736526;102811;46,264248;20,169796;174734;174734_561;1;1;4;5;18;65;7;200;18;99
dohányáru;733923;101688;46,254477;20,135834;174736;174736_562;1;1;4;5;18;65;7;200;18;99
dohányáru;734054;102487;46,261648;20,137677;174737;174737_563;1;1;4;5;18;65;7;200;18;99
dohányáru;738672;98030;46,220963;20,196717;174738;174738_564;1;1;4;5;18;65;7;200;18;99
dohányáru;734859;102926;46,265495;20,148197;174739;174739_565;1;1;4;5;18;65;7;200;18;99
dohányáru;736939;101097;46,248777;20,174832;174741;174741_566;1;1;4;5;18;65;7;200;18;99
dohányáru;734345;101918;46,256493;20,141348;174742;174742_567;1;1;4;5;18;65;7;200;18;99
dohányáru;734353;101906;46,256384;20,141449;174743;174743_568;1;1;4;5;18;65;7;200;18;99
dohányáru;736487;102337;46,259989;20,169202;174745;174745_569;1;1;4;5;18;65;7;200;18;99
dohányáru;727997;104841;46,283554;20,05952;174746;174746_570;1;1;4;5;18;65;7;200;18;99
dohányáru;735759;101185;46,24972;20,159549;174747;174747_571;1;1;4;5;18;65;7;200;18;99
dohányáru;733942;100728;46,24584;20,135907;174749;174749_572;1;1;4;5;18;65;7;200;18;99
dohányáru;737622;99825;46,237247;20,183448;174750;174750_573;1;1;4;5;18;65;7;200;18;99
dohányáru;735643;103074;46,266727;20,158393;174751;174751_574;1;1;4;5;18;65;7;200;18;99
dohányáru;735794;103083;46,266788;20,160353;174752;174752_575;1;1;4;5;18;65;7;200;18;99
dohányáru;733631;103091;46,267134;20,1323;174754;174754_576;1;1;4;5;18;65;7;200;18;99
dohányáru;733662;99733;46,236925;20,132098;174755;174755_577;1;1;4;5;18;65;7;200;18;99
dohányáru;734813;101210;46,250066;20,147288;174756;174756_578;1;1;4;5;18;65;7;200;18;99
dohányáru;731907;99719;46,237015;20,109346;174757;174757_579;1;1;4;5;18;65;7;200;18;99
dohányáru;734919;101754;46,254946;20,148761;174759;174759_580;1;1;4;5;18;65;7;200;18;99
dohányáru;734370;100173;46,240794;20,141356;174760;174760_581;1;1;4;5;18;65;7;200;18;99
dohányáru;735006;102076;46,257831;20,149948;174761;174761_582;1;1;4;5;18;65;7;200;18;99
dohányáru;734288;102161;46,258686;20,140653;174764;174764_583;1;1;4;5;18;65;7;200;18;99
dohányáru;734643;100922;46,247497;20,145031;174765;174765_584;1;1;4;5;18;65;7;200;18;99
dohányáru;735674;100574;46,244235;20,158334;174766;174766_585;1;1;4;5;18;65;7;200;18;99
dohányáru;728430;103830;46,27441;20,064967;174768;174768_586;1;1;4;5;18;65;7;200;18;99
dohányáru;736375;101285;46,250541;20,167554;174769;174769_587;1;1;4;5;18;65;7;200;18;99
dohányáru;735875;103714;46,272454;20,16152;174774;174774_588;1;1;4;5;18;65;7;200;18;99
dohányáru;736048;103940;46,274465;20,163806;174775;174775_589;1;1;4;5;18;65;7;200;18;99
dohányáru;728386;103795;46,2741;20,06439;174776;174776_590;1;1;4;5;18;65;7;200;18;99
dohányáru;735655;100763;46,245938;20,158123;174777;174777_591;1;1;4;5;18;65;7;200;18;99
dohányáru;735546;102000;46,257079;20,156937;174781;174781_592;1;1;4;5;18;65;7;200;18;99
dohányáru;735823;102247;46,259265;20,160574;175084;175084_593;1;1;4;5;18;65;7;200;18;99
dohányáru;735659;101036;46,248393;20,158225;186728;186728_594;1;1;4;5;18;65;7;200;18;99
dohányáru;736392;104613;46,280474;20,168393;187028;187028_595;1;1;4;5;18;65;7;200;18;99
dohányáru;736370;103192;46,267695;20,167844;187030;187030_596;1;1;4;5;18;65;7;200;18;99
dohányáru;736334;103209;46,267852;20,16738;187032;187032_597;1;1;4;5;18;65;7;200;18;99
dohányáru;735207;101772;46,255071;20,152499;187033;187033_598;1;1;4;5;18;65;7;200;18;99
dohányáru;736714;102324;46,259843;20,172143;187034;187034_599;1;1;4;5;18;65;7;200;18;99
dohányáru;731692;103944;46,275046;20,107301;187035;187035_600;1;1;4;5;18;65;7;200;18;99
dohányáru;734760;101641;46,253949;20,146679;187038;187038_601;1;1;4;5;18;65;7;200;18;99
dohányáru;738131;98472;46,22501;20,18979;187039;187039_602;1;1;4;5;18;65;7;200;18;99
dohányáru;735219;103752;46,272879;20,153018;187041;187041_603;1;1;4;5;18;65;7;200;18;99
dohányáru;734793;101587;46,253459;20,147097;187042;187042_604;1;1;4;5;18;65;7;200;18;99
dohányáru;735095;103895;46,274181;20,151435;187043;187043_605;1;1;4;5;18;65;7;200;18;99
dohányáru;734193;103460;46,270383;20,139656;187044;187044_606;1;1;4;5;18;65;7;200;18;99
dohányáru;733709;103058;46,266827;20,133306;187045;187045_607;1;1;4;5;18;65;7;200;18;99
dohányáru;734369;103656;46,272123;20,141975;187046;187046_608;1;1;4;5;18;65;7;200;18;99
dohányáru;734997;103386;46,269615;20,150071;187047;187047_609;1;1;4;5;18;65;7;200;18;99
dohányáru;733154;100369;46,242709;20,125627;187048;187048_610;1;1;4;5;18;65;7;200;18;99
dohányáru;736088;103439;46,269953;20,164232;187049;187049_611;1;1;4;5;18;65;7;200;18;99
dohányáru;734465;100112;46,240233;20,142576;187050;187050_612;1;1;4;5;18;65;7;200;18;99
dohányáru;736076;102671;46,26308829;20,16400267;187052;187052_613;1;1;4;5;18;65;7;200;18;99
dohányáru;736104;102764;46,263879;20,164314;187053;187053_614;1;1;4;5;18;65;7;200;18;99
dohányáru;734362;103801;46,273429;20,14191;187054;187054_615;1;1;4;5;18;65;7;200;18;99
dohányáru;729697;105861;46,292529;20,081751;212491;212491_616;1;1;4;5;18;65;7;200;18;99
egészségbiztosítási szerv;736393;100903;46,247102;20,167717;64255;64255_617;1;0;4;100;22;65;7;200;22;99
egyéb kiskereskedelem;732595;102804;46,264681;20,118812;211218;211218_618;1;0;4;5;18;65;7;200;0;99
egyéb kiskereskedelem;734177;101655;46,254149;20,139122;215892;215892_619;1;0;4;5;18;65;7;200;0;99
egyéb közoktatás;736153;103686;46,272166;20,165121;45358;45358_620;1;0;4;20;22;65;4;200;0;30
egyéb sporttevékenység;736993;102100;46,257792;20,17572;114733;114733_621;1;0;4;10;22;45;8;100;6;65
egyéb sporttevékenység;736303;101258;46,250307;20,166616;165076;165076_622;1;0;4;10;22;45;8;100;6;65
elektromos áru és tartozék;734793;102366;46,26050831;20,1473078;221769;221769_623;1;0;4;20;18;65;7;200;22;99
elektromos áru és tartozék;732973;101594;46,25375;20,123499;114601;114601_624;1;0;4;20;18;65;7;200;22;99
elektromos áru és tartozék;735977;102465;46,261206;20,162612;205883;205883_625;1;0;4;20;18;65;7;200;22;99
elektromos áru és tartozék;735034;101408;46,251819;20,150189;206258;206258_626;1;0;4;20;18;65;7;200;22;99
elektromos áru és tartozék;733941;101670;46,254313;20,136064;218574;218574_627;1;0;4;20;18;65;7;200;22;99
elektromos áru és tartozék;734610;101211;46,2501;20,144656;96838;96838_628;1;0;4;20;18;65;7;200;22;99
elektromos áru és tartozék;734773;101776;46,255162;20,146872;218050;218050_629;1;0;4;20;18;65;7;200;22;99
elektromos autó töltőpont;734435;100831;46,246704;20,142318;219515;219515_630;1;1;4;0;18;65;7;10;22;99
elektromos autó töltőpont;734184;103063;46,266813;20,139467;219624;219624_631;1;1;4;0;18;65;7;10;22;99
elektromos autó töltőpont;735260;101794;46,255262;20,15319;219722;219722_632;1;1;4;0;18;65;7;10;22;99
elektromos autó töltőpont;735575;103494;46,270491;20,157594;222689;222689_633;1;1;4;0;18;65;7;10;22;99
elektromos autó töltőpont;734281;102317;46,260067;20,140596;222690;222690_634;1;1;4;0;18;65;7;10;22;99
elektromos autó töltőpont;734094;101011;46,248343;20,137935;222691;222691_635;1;1;4;0;18;65;7;10;22;99
elektromos autó töltőpont;736114;101223;46,249994;20,164165;222692;222692_636;1;1;4;0;18;65;7;10;22;99
elektromos autó töltőpont;733758;100594;46,244635;20,133504;222693;222693_637;1;1;4;0;18;65;7;10;22;99
elektromos autó töltőpont;735600;101108;46,249025;20,157479;222694;222694_638;1;1;4;0;18;65;7;10;22;99
elektromos autó töltőpont;736109;103497;46,270449;20,164521;222695;222695_639;1;1;4;0;18;65;7;10;22;99
elektromos autó töltőpont;734177;101655;46,254149;20,139122;222543;222543_640;1;1;4;0;18;65;7;10;22;99
elektromos autó töltőpont;733926;102548;46,26219;20,136034;222759;222759_641;1;1;4;0;18;65;7;10;22;99
elektromos autó töltőpont;735507;101902;46,25617931;20,15641927;222768;222768_642;1;1;4;0;18;65;7;10;22;99
építkezés, lakásfelújítás;733132;102913;46,265595;20,125796;224202;224202_643;1;0;4;10;18;65;7;0;22;99
étterem, vendéglő;734822;101588;46,253465;20,147473;9736;9736_644;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;736754;101373;46,251284;20,172485;9913;9913_645;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;734800;100873;46,247036;20,147058;9756;9756_646;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;734985;101269;46,250575;20,149528;9765;9765_647;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;733360;100563;46,244428;20,128332;9770;9770_648;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;732832;103294;46,269059;20,121973;9776;9776_649;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;736198;104074;46,275651;20,165776;9785;9785_650;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;735455;103320;46,268964;20,155999;9791;9791_651;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;737352;101935;46,256261;20,180344;9792;9792_652;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;734925;101357;46,251374;20,148767;9808;9808_653;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;737519;101892;46,255852;20,182501;9812;9812_654;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;735125;101268;46,250548;20,151344;9820;9820_655;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;737379;100005;46,238897;20,180332;9828;9828_656;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;734919;101754;46,254946;20,148761;9829;9829_657;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;733742;102229;46,259366;20,133585;9837;9837_658;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;728105;103356;46,270184;20,060671;9846;9846_659;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;735207;101739;46,254774;20,152493;9850;9850_660;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;734674;100765;46,24608;20,145404;9851;9851_661;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;736449;100848;46,246601;20,168432;9852;9852_662;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;736020;102429;46,260877;20,163163;9856;9856_663;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;733782;100618;46,24487;20,133813;9857;9857_664;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;735089;101722;46,254636;20,15096;9877;9877_665;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;734984;101443;46,25214;20,149547;9881;9881_666;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;734308;100822;46,246639;20,140669;9898;9898_667;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;734978;101257;46,250468;20,149436;16535;16535_668;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;735828;101419;46,251816;20,160486;55735;55735_669;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;734834;101289;46,250774;20,147574;76599;76599_670;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;735972;102109;46,258005;20,162481;76846;76846_671;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;733430;100924;46,247667;20,129304;76854;76854_672;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;735037;102234;46,259248;20,150379;76858;76858_673;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;729964;101363;46,252038;20,084442;76875;76875_674;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;732352;96188;46,2052;20,11449;76909;76909_675;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;728953;107044;46,303259;20,072298;77325;77325_676;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;734544;101165;46,249695;20,143792;77356;77356_677;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;737533;107732;46,308381;20,183783;77396;77396_678;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;733822;101567;46,253401;20,134503;87861;87861_679;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;734861;101298;46,250851;20,147926;106866;106866_680;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;734494;101538;46,253056;20,143211;114604;114604_681;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;734300;101819;46,255608;20,140746;114592;114592_682;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;732707;100465;46,243627;20,119849;114864;114864_683;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;729029;98842;46,229472;20,07189;165174;165174_684;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;732427;103252;46,268731;20,116713;168978;168978_685;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;734647;101952;46,256761;20,14527;169163;169163_686;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;734601;104000;46,275188;20,145046;176936;176936_687;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;736392;104613;46,280474;20,168393;179306;179306_688;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;736862;101021;46,248103;20,173819;179307;179307_689;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;728298;103998;46,275936;20,063283;179309;179309_690;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;734907;101387;46,251646;20,148539;179310;179310_691;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;735037;101316;46,250991;20,150211;179311;179311_692;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;734987;103264;46,268519;20,149919;179312;179312_693;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;735244;102029;46,257378;20,153026;179313;179313_694;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;735800;101335;46,251064;20,160108;179315;179315_695;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;735260;101794;46,255262;20,15319;184447;184447_696;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;734655;101575;46,253369;20,145305;184449;184449_697;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;734879;101186;46,249841;20,148139;184452;184452_698;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;737475;101364;46,251109;20,181832;189794;189794_699;1;0;13;10;22;65;13;200;0;99
étterem, vendéglő;736598;101605;46,25339;20,170505;215581;215581_700;1;0;13;10;22;65;13;200;0;99
fagyizó;739236;102431;46,260474;20,204869;14539;14539_701;1;0;4;5;18;65;7;100;0;49
fagyizó;734177;101655;46,254149;20,139122;147994;147994_702;1;0;4;5;18;65;7;100;0;49
fagyizó;734834;101289;46,250774;20,147574;181493;181493_703;1;0;4;5;18;65;7;100;0;49
fagyizó;734552;101533;46,253004;20,143962;190356;190356_704;1;0;4;5;18;65;7;100;0;49
fagyizó;728142;103941;46,275442;20,06125;190357;190357_705;1;0;4;5;18;65;7;100;0;49
fagyizó;736775;99668;46,235944;20,172439;215072;215072_706;1;0;4;5;18;65;7;100;0;49
fagyizó;734807;101873;46,25603;20,147331;215515;215515_707;1;0;4;5;18;65;7;100;0;49
fagyizó;735531;102198;46,258861;20,156779;215619;215619_708;1;0;4;5;18;65;7;100;0;49
fallabda pálya;737063;99728;46,236447;20,176183;115901;115901_709;1;0;4;10;22;45;8;100;14;49
fallabda pálya;732713;100016;46,239588;20,119847;165050;165050_710;1;0;4;10;22;45;8;100;14;49
fallabda pálya;732872;101835;46,25593;20,122232;165054;165054_711;1;0;4;10;22;45;8;100;14;49
fehérnemű, fürdőruha;734177;101655;46,254149;20,139122;163044;163044_712;1;0;4;5;18;65;7;200;14;99
fehérnemű, fürdőruha;734769;101615;46,253714;20,146791;163153;163153_713;1;0;4;5;18;65;7;200;14;99
fehérnemű, fürdőruha;734704;101441;46,252157;20,145916;179564;179564_714;1;0;4;5;18;65;7;200;14;99
fehérnemű, fürdőruha;733848;102598;46,262672;20,135026;179565;179565_715;1;0;4;5;18;65;7;200;14;99
fehérnemű, fürdőruha;734841;101224;46,250188;20,147653;179566;179566_716;1;0;4;5;18;65;7;200;14;99
fehérnemű, fürdőruha;733825;102539;46,262144;20,134717;179567;179567_717;1;0;4;5;18;65;7;200;14;99
fehérnemű, fürdőruha;733764;100592;46,244616;20,133581;222471;222471_718;1;0;4;5;18;65;7;200;14;99
fehérnemű, fürdőruha;734177;101655;46,254149;20,139122;162991;162991_719;1;0;4;5;18;65;7;200;14;99
fehérnemű, fürdőruha;734177;101655;46,254149;20,139122;163005;163005_720;1;0;4;5;18;65;7;200;14;99
fehérnemű, fürdőruha;734177;101655;46,254149;20,139122;163016;163016_721;1;0;4;5;18;65;7;200;14;99
fehérnemű, fürdőruha;734177;101655;46,254149;20,139122;163043;163043_722;1;0;4;5;18;65;7;200;14;99
fehérnemű, fürdőruha;734177;101655;46,254149;20,139122;163097;163097_723;1;0;4;5;18;65;7;200;14;99
fehérnemű, fürdőruha;734681;101621;46,253779;20,145651;163098;163098_724;1;0;4;5;18;65;7;200;14;99
fehérnemű, fürdőruha;733359;103025;46,266574;20,12876;212264;212264_725;1;0;4;5;18;65;7;200;14;99
fejlesztő iskola;733228;102215;46,259304;20,126916;213957;213957_726;1;2;4;50;22;65;8;200;0;18
festéküzlet;733346;101605;46,25378;20,128343;224108;224108_727;1;0;4;5;18;65;7;200;22;99
festéküzlet;732008;103206;46,268346;20,111276;224133;224133_728;1;0;4;5;18;65;7;200;22;99
festéküzlet;733340;102168;46,258845;20,128367;224151;224151_729;1;0;4;5;18;65;7;200;22;99
festéküzlet;735369;102509;46,261657;20,154741;224387;224387_730;1;0;4;5;18;65;7;200;22;99
fitnesz;734183;99682;46,236401;20,138843;29211;29211_731;1;0;4;20;22;45;8;200;14;49
fitnesz;729029;98842;46,229472;20,07189;114547;114547_732;1;0;4;20;22;45;8;200;14;49
fitnesz;737063;99728;46,236447;20,176183;115901;115901_733;1;0;4;20;22;45;8;200;14;49
fitnesz;734502;101725;46,254737;20,143349;115950;115950_734;1;0;4;20;22;45;8;200;14;49
fitnesz;732713;100016;46,239588;20,119847;165050;165050_735;1;0;4;20;22;45;8;200;14;49
fitnesz;732872;101835;46,25593;20,122232;165054;165054_736;1;0;4;20;22;45;8;200;14;49
fitnesz;734494;101538;46,253056;20,143211;184290;184290_737;1;0;4;20;22;45;8;200;14;49
fitnesz;735739;102028;46,257306;20,159445;190138;190138_738;1;0;4;20;22;45;8;200;14;49
fitnesz;734183;99682;46,236401;20,138843;212113;212113_739;1;0;4;20;22;45;8;200;14;49
fitnesz;734390;101805;46,255471;20,141911;216589;216589_740;1;0;4;20;22;45;8;200;14;49
fitnesz;735303;101854;46,255796;20,153759;216590;216590_741;1;0;4;20;22;45;8;200;14;49
fitnesz;735112;101792;46,255263;20,151271;216591;216591_742;1;0;4;20;22;45;8;200;14;49
fitnesz;733359;103025;46,266574;20,12876;216592;216592_743;1;0;4;20;22;45;8;200;14;49
fitnesz;734062;101123;46,249378;20,137534;216594;216594_744;1;0;4;20;22;45;8;200;14;49
fitnesz;737926;99629;46,235444;20,187351;216595;216595_745;1;0;4;20;22;45;8;200;14;49
fitnesz;735479;103320;46,26896;20,156311;216596;216596_746;1;0;4;20;22;45;8;200;14;49
fitnesz;735087;101887;46,256121;20,150964;216597;216597_747;1;0;4;20;22;45;8;200;14;49
fitnesz;735701;101179;46,249674;20,158796;216599;216599_748;1;0;4;20;22;45;8;200;14;49
fitnesz;734721;102150;46,258533;20,146266;221109;221109_749;1;0;4;20;22;45;8;200;14;49
fizioterápiás központ;735977;100589;46,244332;20,162265;18557;18557_750;1;0;4;20;24;65;8;200;50;99
fizioterápiás központ;735105;101033;46,248437;20,151041;64130;64130_751;1;0;4;20;24;65;8;200;50;99
fizioterápiás központ;734834;100777;46,246168;20,147481;64145;64145_752;1;0;4;20;24;65;8;200;50;99
fizioterápiás központ;734924;102087;46,25794;20,148887;148269;148269_753;1;0;4;20;24;65;8;200;50;99
fizioterápiás központ;734555;100509;46,243793;20,143815;148272;148272_754;1;0;4;20;24;65;8;200;50;99
fizioterápiás központ;730659;104266;46,278067;20,093957;148277;148277_755;1;0;4;20;24;65;8;200;50;99
fizioterápiás központ;736491;100450;46,243015;20,168903;148295;148295_756;1;0;4;20;24;65;8;200;50;99
fizioterápiás központ;736535;101416;46,251699;20,169653;148323;148323_757;1;0;4;20;24;65;8;200;50;99
fizioterápiás központ;734295;101561;46,253288;20,140635;148329;148329_758;1;0;4;20;24;65;8;200;50;99
fizioterápiás központ;734359;102422;46,261025;20,141621;148350;148350_759;1;0;4;20;24;65;8;200;50;99
fizioterápiás központ;734984;101876;46,256035;20,149626;148540;148540_760;1;0;4;20;24;65;8;200;50;99
fizioterápiás központ;735549;100859;46,246815;20,156766;178764;178764_761;1;0;4;20;24;65;8;200;50;99
fizioterápiás központ;734544;100537;46,244046;20,143677;178772;178772_762;1;0;4;20;24;65;8;200;50;99
fizioterápiás központ;735587;102394;46,260617;20,157541;178773;178773_763;1;0;4;20;24;65;8;200;50;99
fizioterápiás központ;735089;101948;46,256669;20,151001;178797;178797_764;1;0;4;20;24;65;8;200;50;99
fizioterápiás központ;736207;102140;46,258253;20,165534;221631;221631_765;1;0;4;20;24;65;8;200;50;99
fizioterápiás központ;734875;100653;46,245048;20,14799;221638;221638_766;1;0;4;20;24;65;8;200;50;99
foglalkozás egészségügy;734910;100799;46,246356;20,14847;28622;28622_767;1;0;4;10;24;65;4;100;22;65
foglalkozás egészségügy;735549;100859;46,246815;20,156766;64165;64165_768;1;0;4;10;24;65;4;100;22;65
foglalkozás egészségügy;733972;102464;46,261451;20,13661;64834;64834_769;1;0;4;10;24;65;4;100;22;65
foglalkozás egészségügy;734372;101338;46,251273;20,141593;114591;114591_770;1;0;4;10;24;65;4;100;22;65
foglalkozás egészségügy;734398;100122;46,240331;20,141709;114621;114621_771;1;0;4;10;24;65;4;100;22;65
foglalkozás egészségügy;735145;101840;46,25569;20,151708;114647;114647_772;1;0;4;10;24;65;4;100;22;65
foglalkozás egészségügy;735805;102128;46,258197;20,160319;114653;114653_773;1;0;4;10;24;65;4;100;22;65
foglalkozás egészségügy;734184;100934;46,247662;20,139082;114706;114706_774;1;0;4;10;24;65;4;100;22;65
foglalkozás egészségügy;735553;103158;46,267494;20,157241;114746;114746_775;1;0;4;10;24;65;4;100;22;65
